ID,Name,St.No.,Street Name,City,State,Zip,Municipality,Category
754,Better-Maid Donuts,1178,Steuben  Street,Pittsburgh,PA,15220,Pittsburgh-128,Bakery
755,Beulah Presbyterian Church,2500,McCrady Rd,Pittsburgh,PA,15235,Churchill,Adult Food Service
756,Beverly Heights UP Church,1207,Washington Rd,Pittsburgh,PA,15228,Mt Lebanon,Church Kitchen
757,Bhangal Mcknight Exxon,4616,McKnight Road,Pittsburgh,PA,15237,Ross,Chain Retail/Convenience Store
758,Biddle&#39;s Escape,401,Biddle Avenue,Pittsburgh,PA,15221,Wilkinsburg,Restaurant without Liquor
759,Bidwell Training Ctr,1815,Metropolitan St,Pittsburgh,PA,15223,Pittsburgh-121,School Full Service Kitchen
760,Big Daddy&#39;s ,564,Forbes Avenue,Pittsburgh,PA,15219,Pittsburgh-101,Retail/Convenience Store
761,Big Daddy&#39;s Donuts,90,Noble Ave,Pittsburgh,PA,15205,Crafton,Restaurant without Liquor
762,Big Dog Coffee,2717,Sarah St,Pittsburgh,PA,15203,Pittsburgh-116,Restaurant without Liquor
763,Big Dogs ,1435,Freeport Road,Cheswick,PA,15024,Harmar,Restaurant with Liquor
764,Big G&#39;s BBQ,2820,Shadeland Avenue,Pittsburgh,PA,15212,Pittsburgh-127,Restaurant without Liquor
765,Big Girl&#39;s BBQ,11,Downer St,Elrama,PA,15038,Out Of County,Mobile
766,Big Guys Pizza,435,Bower Hill Road,Bridgeville,PA,15017,Bridgeville,Restaurant without Liquor
767,Big Jim&#39;s,201,Saline St,Pittsburgh,PA,15207,Pittsburgh-115,Restaurant with Liquor
768,Big Kmart #9438,720,Clairton Blvd,Pittsburgh,PA,15236,Pleasant Hills,Chain Packaged Food Only
769,Big Kmart - Little Caesars #9438,720,Clairton Blvd,Pittsburgh,PA,15236,Pleasant Hills,Chain Restaurant without Liquor
770,Big Lots #1140,1701,Lincoln  Highway,North Versailles,PA,15137,North Versailles,Chain Packaged Food Only
771,Big Lots #1228,1726,Pacific Avenue,Natrona Heights,PA,15065,Harrison,Chain Packaged Food Only
772,Big Lots #1478,11628,Penn Hills Dr,Pittsburgh,PA,15235,Penn Hills,Chain Packaged Food Only
773,Big Lots #1880,7005,Clairton Rd,West Mifflin,PA,15122,West Mifflin,Chain Packaged Food Only
774,Big Lots #1951,1155,Washington Pike,Bridgeville,PA,15017,Collier,Chain Packaged Food Only
775,Big Lots #1960,4047,Wm Penn Hwy,Monroeville,PA,15146,Monroeville,Chain Packaged Food Only
776,Big Lots #1993,612,William Marks Dr,Homestead,PA,15120,Munhall,Chain Packaged Food Only
777,Big Lots #5093,4717,McKnight Rd,Pittsburgh,PA,15237,Ross,Chain Packaged Food Only
778,Big Mike&#39;s Tavern,396,Butler Street,Pittsburgh,PA,15223,Etna,Restaurant with Liquor
779,Big Poppa&#39;s Commissary,4230,Centre Avenue,Pittsburgh,PA,15213,Pittsburgh-104,Commissary
780,Big Poppa&#39;s Homecookin&#39; Food Truck,4230,Centre Avenue,Pittsburgh,PA,15213,Pittsburgh-104,Mobile
781,Big Ross Hoagies,601,Lincoln  Highway,East Mc Keesport,PA,15035,East McKeesport,Restaurant without Liquor
782,Big Shot Bob&#39;s,344,Union Ave,Pittsburgh,PA,15202,Avalon,Chain Restaurant without Liquor
783,Big Shot Bob&#39;s House Of Wings,2102,Broadway  Avenue,Pittsburgh,PA,15216,Pittsburgh-119,Chain Restaurant without Liquor
784,Big Shot Bob&#39;s House of Wings,1534,5th Avenue,Coraopolis,PA,15108,Coraopolis,Chain Restaurant without Liquor
785,Big Shot Bob&#39;s Sandwich Shop,1006,Washington Avenue,Carnegie,PA,15106,Scott,Chain Restaurant without Liquor
786,Bigham Tavern,321,Bigham St,Pittsburgh,PA,15211,Pittsburgh-119,Restaurant with Liquor
787,Bill Buda&#39;s Bar &amp; Grill,3087,5th Ave Ext,Mc Keesport,PA,15132,North Versailles,Restaurant with Liquor
788,Bill&#39;s Bar &amp; Burger,1001,Liberty Avenue,Pittsburgh,PA,15222,Pittsburgh-102,Restaurant with Liquor
789,Bill&#39;s Hometown Pharmacy,1095,Unity Center Road,Pittsburgh,PA,15239,Plum,Packaged Food Only
790,Billu&#39;s Indian Grill (ZJF-3951),109,Penn Plaza,Turtle Creek,PA,15145,Turtle Creek,Mobile
791,Billy Kay&#39;s,701,Railroad Street,Verona,PA,15147,Verona,Restaurant with Liquor
792,Billy&#39;s Ice Cream #10,1349,4th  Avenue,Coraopolis,PA,15108,Coraopolis,Mobile
793,Billy&#39;s Ice Cream #6,1349,4th Avenue,Coraopolis,PA,15108,Coraopolis,Mobile
794,Billy&#39;s Ice Cream #9,1349,4th Avenue,Coraopolis,PA,15108,Coraopolis,Mobile
795,Billy&#39;s Ice Cream Commissary,1349,4th Ave,Coraopolis,PA,15108,Coraopolis,Commissary
796,Billy&#39;s Roadhouse,10150,Old Perry Hwy,Wexford,PA,15090,McCandless,Restaurant with Liquor
797,Bimbo  Bakeries ,140,Ferry Street,Leetsdale,PA,15056,Leetsdale,Warehouse
798,Bimbo Bakerys USA,780D,Pine Valley Drive,Pittsburgh,PA,15239,Plum,Warehouse
799,Birdy&#39;s Restaurant &amp; Bakery,7302,Hamilton  Avenue,Pittsburgh,PA,15208,Pittsburgh-113,Restaurant without Liquor
800,Birmingham Bridge Tavern,2901,Sarah St,Pittsburgh,PA,15203,Pittsburgh-116,Restaurant with Liquor
801,Bishop Canevin High School Cafeteria,2700,Morange Road,Pittsburgh,PA,15205,Pittsburgh-128,School Full Service Kitchen
802,Bishop&#39;s Corner,4701,Campbells Run Rd,Pittsburgh,PA,15205,Robinson,Restaurant with Liquor
803,Bishop&#39;s Pizza,1416,Lincoln Hwy,North Versailles,PA,15137,North Versailles,Chain Restaurant without Liquor
804,Bishop&#39;s Pizza,428,Lebanon Rd,West Mifflin,PA,15122,West Mifflin,Chain Restaurant without Liquor
805,Bishop&#39;s Pizza,114,Whitaker St,Homestead,PA,15120,Whitaker,Chain Restaurant without Liquor
806,Bishop&#39;s Pizza #10,614,Walnut Avenue,Clairton,PA,15025,Clairton,Chain Restaurant without Liquor
807,Bishop&#39;s Pizza #9,1811,Golden Mile Hwy,Pittsburgh,PA,15239,Plum,Chain Restaurant without Liquor
808,Bismillah Halal Market &amp; Grill,346,Atwood Street,Pittsburgh,PA,15213,Pittsburgh-104,Restaurant without Liquor
809,Bistro 19,711,Washington Rd,Pittsburgh,PA,15228,Mt Lebanon,Restaurant with Liquor
810,Bistro 9101,9101,Perry  Highway,Pittsburgh,PA,15237,McCandless,Restaurant with Liquor
811,Bistro To Go,415,E Ohio St,Pittsburgh,PA,15212,Pittsburgh-123,Restaurant without Liquor
812,Bites &amp; Brews / Elbow Room,5750,Ellsworth  Avenue,Pittsburgh,PA,15232,Pittsburgh-107,Restaurant with Liquor
813,Black &amp; Cold Creamery,1854,Homeville  Road,West Mifflin,PA,15122,West Mifflin,Restaurant without Liquor
814,Black &amp; Gold,&nbsp;,Pgh Intl Airport  / LT-4A,Pittsburgh,PA,15231,Findlay,Chain Packaged Food Only
815,Black &amp; Gold Sports Bar ,999,Steen Road / Trader Jacks Flea Market,Bridgeville,PA,15017,Collier,Restaurant with Liquor
816,Black Beauty Lounge,2037,Centre Avenue,Pittsburgh,PA,15219,Pittsburgh-105,Restaurant with Liquor
817,Black Forge Coffee House ,1206,Arlington Avenue,Pittsburgh,PA,15210,Pittsburgh-118,Restaurant without Liquor
818,Black Market Catering ,222,3rd Ave,Carnegie,PA,15106,Carnegie,Food Processor
819,Black Thorn Pub,625,Long Rd,Pittsburgh,PA,15235,Penn Hills,Restaurant with Liquor
820,Blackburn&#39;s Physicians Pharmacy,301,Corbet Street,Tarentum,PA,15084,Tarentum,Packaged Food Only
821,Blaine Hill BBQ,3011,Liberty Way,Mc Keesport,PA,15133,Liberty Boro,Restaurant with Liquor
822,Blaine Hill Vol Fire Co,409,Oxford Ave,Elizabeth,PA,15037,Elizabeth Township,Firehall with Liquor
823,Blawnox Sportsmen Club,314,Freeport Road,Pittsburgh,PA,15238,Blawnox,Social Club-Bar Only
824,Blaze Pizza ,3939,William Penn Highway,Monroeville,PA,15146,Monroeville,Chain Restaurant without Liquor
825,Blaze Pizza #1197,290,Settlers Ridge Ctr Dr,Pittsburgh,PA,15205,Robinson,Chain Restaurant without Liquor
826,Blend Bar,436,7th Avenue,Pittsburgh,PA,15219,Pittsburgh-102,Chain Restaurant with Liquor
827,Blessed Groceries,623,Brushton Avenue,Pittsburgh,PA,15208,Pittsburgh-113,Packaged Food Only
828,Blinky&#39;s Noble Grill &amp; Bar,2350,Noblestown  Road,Pittsburgh,PA,15205,Pittsburgh-128,Restaurant with Liquor
829,Block 292,292,Beverly  Road,Pittsburgh,PA,15216,Mt Lebanon,Restaurant with Liquor
830,Blondie&#39;s,811,Allegheny River Boulevard,Verona,PA,15147,Verona,Restaurant with Liquor
831,Blondies,1035,Chartiers Ave,Mc Kees Rocks,PA,15136,McKees Rocks,Restaurant with Liquor
832,Bloomfield Bridge Tavern,4412,Liberty Ave,Pittsburgh,PA,15224,Pittsburgh-108,Restaurant with Liquor
833,Bloomfield Drug Store,4727,Liberty Avenue,Pittsburgh,PA,15224,Pittsburgh-108,Packaged Food Only
834,Bloomfield Italian Independent Club,4615,Lorigan St,Pittsburgh,PA,15224,Pittsburgh-108,Social Club-Bar Only
835,Bloomfield Liedertafel Singing Society,410,S Mathilda St,Pittsburgh,PA,15224,Pittsburgh-108,Social Club-Bar Only
836,Blooms Cut-Rate,2716,5th Ave,Mc Keesport,PA,15132,McKeesport,Packaged Food Only
837,Blue Bonnet Bakery,338,E 8th Ave,Homestead,PA,15120,Homestead,Bakery
838,Blue Canary Coffee House,300,Mt Lebanon  Boulevard,Pittsburgh,PA,15234,Castle Shannon,Chain Restaurant without Liquor
839,Blue Cross Employee Cafeteria,120,5th Avenue,Pittsburgh,PA,15222,Pittsburgh-102,Restaurant without Liquor
840,Blue Dust,601,Amity Street,Homestead,PA,15120,Homestead,Restaurant with Liquor
841,Blue Eagle Market,726,Broadway Ave,Mc Kees Rocks,PA,15136,Stowe,Retail/Convenience Store
842,Blue Flame Rest,360,State Hwy 51,Clairton,PA,15025,Jefferson,Restaurant with Liquor
843,Blue Haven Lounge,492,Nixon Road,Cheswick,PA,15024,Harmar,Restaurant with Liquor
844,Blue Moon On Butler St,5115,Butler St,Pittsburgh,PA,15201,Pittsburgh-110,Restaurant with Liquor
845,Blue Moose Sweet Shoppe,1393,Frey  Road,Pittsburgh,PA,15235,Penn Hills,Food Processor
846,Blue North,1701,Duncan Avenue,Allison Park,PA,15101,McCandless,Restaurant with Liquor
847,Blue Sparrow ,3801,Butler  Street,Pittsburgh,PA,15201,Pittsburgh-106,Mobile
848,Blueberry Hill Park Snack Shack,1602,Blaine&#39;s  Way,Sewickley,PA,15143,Franklin Park,Community Service Facility/Exempt
849,Bluebird Kitchen,11,Stanwix  Street,Pittsburgh,PA,15222,Pittsburgh-101,Restaurant without Liquor
850,Bluebird Kitchen,221,Forbes Avenue,Pittsburgh,PA,15222,Pittsburgh-102,Restaurant without Liquor
851,Blush Sports Bar,135,9th  Street,Pittsburgh,PA,15222,Pittsburgh-102,Chain Restaurant with Liquor
852,Blvd Cafe,1020,Oak St,Clairton,PA,15025,Jefferson,Caterer
853,BnD&#39;z Burgerz &amp; Dogz,4120,Brownsville Road,Library,PA,15129,South Park,Restaurant without Liquor
854,Bnai Emunoh Chabad,4315,Murray Avenue,Pittsburgh,PA,15217,Pittsburgh-115,Church Kitchen
855,Bob Bets Lounge,5455,Curry Rd,Pittsburgh,PA,15236,Baldwin Boro,Restaurant with Liquor
856,Bob Evans Restaurant #109,8405,University Blvd,Coraopolis,PA,15108,Moon,Chain Restaurant without Liquor
857,Bob Evans Restaurant #141,7412,McKnight Rd,Pittsburgh,PA,15237,Ross,Chain Restaurant without Liquor
858,Bob Evans Restaurant #187,3737,Wm Penn Hwy,Monroeville,PA,15146,Monroeville,Chain Restaurant without Liquor
859,Bob Evans Restaurant #503,1025,Washington Pike,Bridgeville,PA,15017,Collier,Chain Restaurant without Liquor
860,Bob Evans Restaurant #69,932,Sheraton Dr,Mars,PA,16046,Marshall,Chain Restaurant without Liquor
861,Bob Evans Restaurant #80,2210,Lebanon Church Rd,West Mifflin,PA,15122,West Mifflin,Chain Restaurant without Liquor
862,Bob Evans Restaurant #98,1,Mariner  Court,Pittsburgh,PA,15238,Harmar,Chain Restaurant without Liquor
863,Bob&#39;s Autotorium,1408,River Rd,Homestead,PA,15120,Whitaker,Retail/Convenience Store
864,Bob&#39;s Diner - Carnegie,211,Mansfield,Carnegie,PA,15106,Carnegie,Chain Restaurant without Liquor
865,Bob&#39;s Diner - Castle Shannon,1230,Grove  Road,Pittsburgh,PA,15234,Castle Shannon,Chain Restaurant without Liquor
866,Bob&#39;s Diner - Kennedy ,1815,Mckees Rocks Rd,Mc Kees Rocks,PA,15136,Kennedy,Chain Restaurant without Liquor
867,Bob&#39;s Diner - Painters Run ,1870,Painters Run Road,Pittsburgh,PA,15241,Scott,Chain Restaurant without Liquor
868,Bob&#39;s Exxon,2602,Freeport Road,Natrona Heights,PA,15065,Harrison,Chain Retail/Convenience Store
869,Bob&#39;s Garage,1372,Freeport Road,Pittsburgh,PA,15238,O&#39;Hara,Restaurant with Liquor
870,Bob&#39;s Lounge,944,Greensburg Pike,East Pittsburgh,PA,15112,Wilkins,Restaurant with Liquor
871,Bob&#39;s Sub,215,Smithfield Street,Pittsburgh,PA,15222,Pittsburgh-101,Chain Restaurant without Liquor
872,Bob&#39;s Sub,2015,Pittsburgh Mills  Boulevard,Tarentum,PA,15084,Frazer,Chain Restaurant without Liquor
873,Bob&#39;s Sub,1713,Freeport Rd,Natrona Heights,PA,15065,Harrison,Chain Restaurant without Liquor
874,Bobae,4027,Wm Penn  Highway,Monroeville,PA,15146,Monroeville,Packaged Food Only
875,Bobby D&#39;s Burgers &amp; BBQ,500,Pine Hollow  Road,Mc Kees Rocks,PA,15136,Kennedy,Restaurant with Liquor
876,Bobby P&#39;S Inn The Ruff,6229,Saltsburg Road,Pittsburgh,PA,15235,Penn Hills,Restaurant with Liquor
877,Bobby&#39;s Lounge,3304,Saw Mill Run Blvd,Pittsburgh,PA,15227,Brentwood,Restaurant with Liquor
878,Bocktown Beer &amp; Grill,690,Chauvet Drive,Pittsburgh,PA,15275,North Fayette,Restaurant with Liquor
879,Bombardier,2001,Lebanon Road,West Mifflin,PA,15122,West Mifflin,Chain Restaurant without Liquor
880,Bombardier,1501,Lebanon Church  Road,West Mifflin,PA,15122,West Mifflin,Chain Restaurant without Liquor
881,Bombay Gyro &amp; Lunchbox,212,10th Street,Pittsburgh,PA,15222,Pittsburgh-102,Restaurant without Liquor
882,Bombay Market,4605,Centre Avenue,Pittsburgh,PA,15213,Pittsburgh-105,Supermarket
883,Bon Meade Elementary School,1595,Brodhead Rd,Coraopolis,PA,15108,Moon,School Full Service Kitchen
884,Bonefish Grill #0309,1835,Washington Road,Pittsburgh,PA,15241,Upper St Clair,Chain Restaurant with Liquor
885,Bonefish Grill #329,8950,Covenant  Avenue,Pittsburgh,PA,15237,McCandless,Chain Restaurant with Liquor
886,Booker T Washington Lodge #218,1127,Walnut St,Mc Keesport,PA,15132,McKeesport,Social Club-Bar Only
887,Bookshelf Cafe,1806,Chislett  Street,Pittsburgh,PA,15206,Pittsburgh-111,Restaurant without Liquor
888,Boomerang Bar,1928,Monongahela Ave,Pittsburgh,PA,15218,Swissvale,Restaurant with Liquor
889,Boonda&#39;s Hometown Pizza,5622,Homeville Rd  Unit B,West Mifflin,PA,15122,West Mifflin,Chain Restaurant without Liquor
890,Bootlegger&#39;s,403,Semple St,Pittsburgh,PA,15213,Pittsburgh-104,Restaurant with Liquor
891,Boots,819,2nd Avenue,Brackenridge,PA,15014,Brackenridge,Restaurant with Liquor
892,Bossman Food,7964,Steubenville Pike,Imperial,PA,15126,North Fayette,Food Processor
893,Boston Market #0270,5200,Baum Blvd,Pittsburgh,PA,15224,Pittsburgh-108,Chain Restaurant without Liquor
894,Boston Market #146,3776,Wm Penn Hwy,Monroeville,PA,15146,Monroeville,Chain Restaurant without Liquor
895,Boston Market #266,98,Clairton  Boulevard,Pittsburgh,PA,15236,Pleasant Hills,Chain Restaurant without Liquor
896,Boston Market #3206,300,Davis Boulevard,Pittsburgh,PA,15275,North Fayette,Chain Restaurant without Liquor
897,Boston Market #410,978,Greentree Road,Pittsburgh,PA,15220,Greentree,Chain Restaurant without Liquor
898,Bottega Dei Sapori,&nbsp;,Pgh Intl Airport / AC-8A/B,Pittsburgh,PA,15231,Findlay,Chain Restaurant with Liquor
899,Boulevard Deli,309,Smithfield Street,Pittsburgh,PA,15222,Pittsburgh-101,Restaurant without Liquor
900,Boulevard Restaurant,605,Mt Royal  Boulevard,Pittsburgh,PA,15223,Shaler,Restaurant with Liquor
901,Bountiful Foods &amp; Gift Baskets,8130,Perry Hwy,Pittsburgh,PA,15237,McCandless,Caterer
902,Bourbon St Cafe,200,Monroeville Mall,Monroeville,PA,15146,Monroeville,Chain Restaurant without Liquor
903,Bower Hill Community Church,70,Moffett St,Pittsburgh,PA,15243,Mt Lebanon,Adult Food Service
904,Boyce Mayview Recreation Fields Concession,1541,Mayview  Road,Pittsburgh,PA,15241,Upper St Clair,Community Service Facility/Exempt
905,Boyce Middle School,1500,Boyce Rd,Pittsburgh,PA,15241,Upper St Clair,School Full Service Kitchen
906,Boys &amp; Girls Club,813,South Ave,Pittsburgh,PA,15221,Wilkinsburg,Child Food Service
907,Boys &amp; Girls Club of Duquesne &amp; West Mifflin,29,N 3rd St,Duquesne,PA,15110,Duquesne,Child Food Service
908,Boys Club / Sto Ken Rox / Pool Snack Bar,2,Deweyville (at Willow St) Road,Mc Kees Rocks,PA,15136,Kennedy,Pool Snack Bar - Exempt
909,Brackenridge American Legion Post 226,845,1st Avenue,Brackenridge,PA,15014,Brackenridge,Restaurant with Liquor
910,Braddock Avenue Express,1101,S Braddock Ave,Pittsburgh,PA,15218,Edgewood,Packaged Food Only
911,Braddock Hills Senior Citizen,2794,Columbia  Avenue,Pittsburgh,PA,15221,Braddock Hills,Adult Food Service
912,Braddock Hills Welfare &amp; Fire,513,Park Ave,Pittsburgh,PA,15221,Braddock Hills,Firehall with Liquor
913,Braddock VFD#2 Social Hall,845,Talbot  Avenue,Braddock,PA,15104,Braddock,Firehall without Liquor
914,Bradford Woods Elementary School Cafeteria,18,Forest Rd,Bradfordwoods,PA,15015,Bradford Woods,School Full Service Kitchen
915,Bradley&#39;s Lunch &amp; Catering,112,Broadway St,Coraopolis,PA,15108,Coraopolis,Caterer
916,Brashear High School Child Care,590,Crane Ave,Pittsburgh,PA,15216,Pittsburgh-119,Child Food Service
917,Brass Monkey,428,N State St,Clairton,PA,15025,Clairton,Restaurant with Liquor
918,Brassero Grill,6800,Frankstown Avenue,Pittsburgh,PA,15208,Pittsburgh-112,Mobile
919,Bratstvo Lodge #6 SNPJ,540,540 3rd Avenue,Bridgeville,PA,15017,Bridgeville,Social Club-Bar Only
920,Bravo! Cucina Italian #34,1500,Washington Rd,Pittsburgh,PA,15228,Mt Lebanon,Chain Restaurant with Liquor
921,Bravo! Cucina Italiana,211,Summit Park Drive,Pittsburgh,PA,15275,North Fayette,Chain Restaurant with Liquor
922,Bravo! Cucina Italiana,4976,McKnight Rd,Pittsburgh,PA,15237,Ross,Chain Restaurant with Liquor
923,Bravo! Cucina Italiana,250,Bridge Street,Homestead,PA,15120,West Homestead,Chain Restaurant with Liquor
924,Bread of Life Food Pantry @ Calvert Memorial Presby Church,94,Locust Street,Pittsburgh,PA,15223,Etna,Food Banks/ Food Pantries
925,Breadworks,2110,Brighton Rd,Pittsburgh,PA,15212,Pittsburgh-127,Food Processor
926,Breaker&#39;s Lounge,1413,Potomac Avenue,Pittsburgh,PA,15216,Dormont,Restaurant with Liquor
927,Breakfast at Shelly&#39;s ,740,Warrington Avenue,Pittsburgh,PA,15210,Pittsburgh-118,Restaurant without Liquor
928,Brentwood Athletic Association,376,Kaiser  Way,Pittsburgh,PA,15227,Brentwood,Adult Food Service
929,Brentwood Boro Concession Stand,110,Park Drive,Pittsburgh,PA,15227,Brentwood,Restaurant without Liquor
930,Brentwood Civic Center,118,Park Drive,Pittsburgh,PA,15227,Brentwood,Adult Food Service
931,Brentwood Middle/High School Cafeteria,3601,Brownsville Rd,Pittsburgh,PA,15227,Brentwood,School Full Service Kitchen
932,Brentwood VFC,3433,Brownsville  Road,Pittsburgh,PA,15227,Brentwood,Firehall without Liquor
933,Brewer&#39;s Hotel,3315,Liberty Ave,Pittsburgh,PA,15201,Pittsburgh-106,Restaurant with Liquor
934,Brews Brothers,315,Mt Lebanon Boulevard,Pittsburgh,PA,15234,Castle Shannon,Restaurant with Liquor
935,Brewski&#39;s,801,E Carson St,Pittsburgh,PA,15203,Pittsburgh-117,Restaurant with Liquor
936,Brick n&#39; Mortar,1709,Railroad  Street,Carnegie,PA,15106,Heidelberg,Restaurant without Liquor
937,Bridgeville Vol Fire Dept,370,Commercial Street,Bridgeville,PA,15017,Bridgeville,Firehall without Liquor
938,Bright &amp; Early Learning and Childcare Ctr,5001,Baptist Rd,Pittsburgh,PA,15236,Whitehall,Child Food Service
939,Bright Beginnings ,1521,Wallace  Road,Library,PA,15129,South Park,Child Food Service
940,Bright Horizons at Southside Works,2629,E Carson  Street,Pittsburgh,PA,15203,Pittsburgh-116,Child Food Service
941,Bright Horizons on the Golden Mile,774,Pine Valley Dr,Pittsburgh,PA,15239,Plum,Child Food Service
942,Bright Jade,921,Lynn Avenue,Turtle Creek,PA,15145,Turtle Creek,Restaurant without Liquor
943,Brighton Cafe,3801,Brighton  Road,Pittsburgh,PA,15212,Pittsburgh-127,Restaurant without Liquor
944,Brighton Heights Senior Center,3515,McClure,Pittsburgh,PA,15212,Pittsburgh-127,Adult Food Service
945,Brighton Hot Dog Shoppe,5990,University Blvd #11,Coraopolis,PA,15108,Moon,Chain Restaurant without Liquor
946,Brighton Hot Dog Shoppe,2401,Noblestown Rd,Pittsburgh,PA,15205,Pittsburgh-128,Chain Restaurant without Liquor
947,Brighton Hot Dog Shoppe,1308,Rt 19,Mars,PA,16046,Marshall,Chain Restaurant without Liquor
948,Brightside Academy,925,Liberty Avenue,Pittsburgh,PA,15222,Pittsburgh-102,Child Food Service
949,Brightside Academy,5919,Penn  Avenue,Pittsburgh,PA,15206,Pittsburgh-111,Child Food Service
950,Brightside Academy,4,Smithfield St,Pittsburgh,PA,15222,Pittsburgh-101,Child Food Service
951,Brightside Academy,826,Hazelwood Ave,Pittsburgh,PA,15217,Pittsburgh-115,Child Food Service
952,Brightside Academy,415,Smithfield Street,Pittsburgh,PA,15222,Pittsburgh-101,Child Food Service
953,Brightside Academy,700,Lincoln Highway,North Versailles,PA,15137,North Versailles,Child Food Service
954,Brightside Academy,415,Lysle Blvd,Mc Keesport,PA,15132,McKeesport,Child Food Service
955,Brightside Academy,420,Chartiers Avenue,Mc Kees Rocks,PA,15136,McKees Rocks,Child Food Service
956,Brightside Academy Commissary,45,Bates St,Pittsburgh,PA,15213,Pittsburgh-104,Commissary
957,Brillobox,4104,Penn  Avenue,Pittsburgh,PA,15224,Pittsburgh-109,Restaurant with Liquor
958,Brinton Towers Nutrition,3000,Locust St,Pittsburgh,PA,15221,Braddock Hills,Adult Food Service
959,Brioche Doree&#39;,123,University Place,Pittsburgh,PA,15260,Pittsburgh-104,Chain Restaurant without Liquor
960,Broad Street Bistro,1025,Broad Street,North Versailles,PA,15137,North Versailles,Restaurant with Liquor
961,Broadway Brunch,719,Broadway Avenue,Mc Kees Rocks,PA,15136,Stowe,Restaurant without Liquor
962,Broadway Dairy Mart,412,Broadway Ave,Mc Kees Rocks,PA,15136,McKees Rocks,Retail/Convenience Store
963,Broadway Market,295,Broadway Avenue,Mc Kees Rocks,PA,15136,McKees Rocks,Retail/Convenience Store
964,Broadway Pizza,2305,Versailles,Mc Keesport,PA,15132,McKeesport,Restaurant without Liquor
965,Bronze Hood,5920,Steubenville Pike,Mc Kees Rocks,PA,15136,Robinson,Restaurant with Liquor
966,Brookline Community Center,1400,Oakridge  Street,Pittsburgh,PA,15226,Pittsburgh-132,Child Food Service
967,Brookline Kids,1036,Brookline Blvd,Pittsburgh,PA,15226,Pittsburgh-119,Child Food Service
968,Brookline Little League Assoc,1330,Brookline Blvd,Pittsburgh,PA,15226,Pittsburgh-132,Community Service Facility/Exempt
